ID_Transacao,Data_Venda,ID_Cliente,Nome_Cliente,Genero_Cliente,Faixa_Etaria,Regiao,Nome_Produto,Categoria_Produto,Valor_Unitario,Quantidade,Desconto_Pct,Metodo_Pagamento,Status_Pedido,Canal_Venda,Valor_Total,Ano,Mes,AnoMes,DiaSemana
652,2023-05-26,208,Maya Mendonça,F,18-25,Sudeste,Mini Vibrador Discreto,Vibradores,393.72,5,0.0,Cartão Crédito,Entregue,Marketplace,1968.6,2023,5,2023-05,Friday
4727,2024-12-27,572,Davi da Paz,M,26-35,Nordeste,Dominó Erótico,Jogos Adultos,124.02,3,5.0,Boleto,Entregue,App,353.46,2024,12,2024-12,Friday
3797,2024-10-30,206,Dra. Ísis Pereira,F,36-45,Sudeste,Massageador Corporal Wave,Vibradores,315.51,2,0.0,Pix,Entregue,Site,631.02,2024,10,2024-10,Wednesday
370,2023-07-23,21,Carlos Eduardo Garcia,Não informado,36-45,Sul,Jogo de Cartas Sexo Quiz,Jogos Adultos,75.99,1,0.0,Pix,Entregue,Marketplace,75.99,2023,7,2023-07,Sunday
4853,2023-10-06,384,Sra. Kamilly Albuquerque,F,18-25,Sul,Lubrificante Sabores Baunilha,Lubrificantes,78.63,1,0.0,Cartão Crédito,Entregue,App,78.63,2023,10,2023-10,Friday
4602,2024-04-06,392,Caroline Borges,F,18-25,Nordeste,Vibrador Clássico Silicone,Vibradores,307.98,5,0.0,Pix,Entregue,App,1539.9,2024,4,2024-04,Saturday
119,2024-10-03,533,Ana Cecília da Cruz,F,26-35,Sul,Body Coelhinha Plus Size,Lingerie,180.99,1,0.0,Cartão Crédito,Entregue,Marketplace,180.99,2024,10,2024-10,Thursday
4081,2024-05-11,311,Sra. Ana Cecília Teixeira,F,36-45,Sudeste,Conjunto Lingerie Boudoir,Lingerie,68.84,3,30.0,Pix,Entregue,Site,144.56,2024,5,2024-05,Saturday
2217,2023-02-26,444,Paulo Rodrigues,M,36-45,Sudeste,Camisola Sensual Preta,Lingerie,113.76,1,0.0,Cartão Crédito,Entregue,Marketplace,113.76,2023,2,2023-02,Sunday
4367,2023-12-18,24,Giovanna Rios,F,26-35,Centro-Oeste,Jogo de Cartas Sexo Quiz,Jogos Adultos,50.02,3,0.0,Cartão Crédito,Entregue,App,150.06,2023,12,2023-12,Monday
1614,2023-02-26,108,Sra. Isabella da Luz,Não informado,36-45,Centro-Oeste,Lubrificante Base Silicone,Lubrificantes,53.36,1,0.0,Cartão Débito,Entregue,App,53.36,2023,2,2023-02,Sunday
2884,2024-12-27,21,Carlos Eduardo Garcia,Não informado,36-45,Sul,Dado do Prazer,Jogos Adultos,82.09,1,15.0,Cartão Crédito,Entregue,Site,69.78,2024,12,2024-12,Friday
3577,2023-12-26,61,Davi Lucas Cardoso,M,36-45,Norte,Vibrador Rabbit Premium,Vibradores,406.11,2,15.0,Pix,Entregue,Site,690.39,2023,12,2023-12,Tuesday
963,2023-02-18,78,Aylla Ribeiro,F,26-35,Nordeste,Massageador Corporal Wave,Vibradores,276.97,1,0.0,Cartão Crédito,Entregue,App,276.97,2023,2,2023-02,Saturday
5001,2024-04-10,137,Luiz Gustavo Vasconcelos,M,26-35,Nordeste,Massageador Corporal Wave,Vibradores,267.53,1,0.0,Pix,Entregue,App,267.53,2024,4,2024-04,Wednesday
4232,2024-06-23,219,José Barros,M,26-35,Sudeste,Lubrificante Sabores Morango,Lubrificantes,52.32,1,0.0,Pix,Entregue,Site,52.32,2024,6,2024-06,Sunday
3464,2023-06-13,245,Dr. Lorenzo da Cruz,M,18-25,Sul,Vibrador Duplo Prazer,Vibradores,249.31,2,0.0,Cartão Crédito,Entregue,Site,498.62,2023,6,2023-06,Tuesday
360,2023-11-17,231,Apollo das Neves,M,26-35,Nordeste,Lingerie Cropped com Bojo,Lingerie,172.72,2,10.0,Pix,Entregue,Marketplace,310.9,2023,11,2023-11,Friday
3730,2023-04-07,243,Dr. Vitor Gabriel Vasconcelos,M,26-35,Sudeste,Mini Vibrador Discreto,Vibradores,151.82,2,0.0,Cartão Crédito,Entregue,App,303.64,2023,4,2023-04,Friday
2416,2023-12-10,683,Julia Rezende,F,36-45,Sudeste,Camisola Sensual Preta,Lingerie,150.52,1,0.0,Cartão Crédito,Entregue,Site,150.52,2023,12,2023-12,Sunday
4695,2024-08-29,159,Zoe Rodrigues,F,46+,Sul,Lubrificante Sabores Baunilha,Lubrificantes,76.44,4,0.0,Pix,Entregue,Site,305.76,2024,8,2024-08,Thursday
2186,2023-05-31,620,Maya Guerra,F,36-45,Centro-Oeste,Massageador Corporal Wave,Vibradores,306.89,4,0.0,Cartão Crédito,Entregue,App,1227.56,2023,5,2023-05,Wednesday
2568,2024-11-10,91,Bento Cavalcante,M,26-35,Sul,Spray Prolongador,Cosméticos Íntimos,79.06,2,25.0,Cartão Crédito,Entregue,Site,118.59,2024,11,2024-11,Sunday
2038,2023-06-27,46,Dra. Bruna Rodrigues,F,18-25,Nordeste,Vibrador Duplo Prazer,Vibradores,339.29,1,0.0,Boleto,Devolvido,Marketplace,339.29,2023,6,2023-06,Tuesday
773,2024-05-07,38,Dra. Mariane Pacheco,F,26-35,Sudeste,Gel Térmico Sensação Quente,Cosméticos Íntimos,55.54,1,0.0,Pix,Entregue,Site,55.54,2024,5,2024-05,Tuesday
1285,2024-06-01,109,Caroline Rios,F,36-45,Sudeste,Venda para Olhos Satin,Acessórios BDSM,81.48,3,0.0,Pix,Entregue,Marketplace,244.44,2024,6,2024-06,Saturday
5107,2023-01-23,126,Ana Júlia Borges,F,36-45,Sudeste,Camisola Sensual Preta,Lingerie,104.86,1,0.0,Pix,Entregue,App,104.86,2023,1,2023-01,Monday
5258,2024-09-03,215,Benicio da Luz,M,18-25,Nordeste,Gel Excitante Masculino,Lubrificantes,31.43,2,0.0,Pix,Entregue,Marketplace,62.86,2024,9,2024-09,Tuesday
2588,2023-05-28,303,Ravi Lucca Sales,M,36-45,Sudeste,Lubrificante Íntimo Aquoso 100ml,Lubrificantes,30.36,4,30.0,Cartão Débito,Entregue,Site,85.01,2023,5,2023-05,Sunday
5078,2024-04-02,75,Caroline Silveira,F,36-45,Sudeste,Óleo de Massagem Relaxante,Lubrificantes,65.63,1,30.0,Boleto,Entregue,Site,45.94,2024,4,2024-04,Tuesday
1415,2024-02-29,205,Otto Nascimento,M,26-35,Sul,Vibrador Ponto G Flex,Vibradores,284.31,2,0.0,Pix,Entregue,Site,568.62,2024,2,2024-02,Thursday
1235,2024-03-22,280,Rebeca Barbosa,F,26-35,Norte,Óleo de Massagem Relaxante,Lubrificantes,38.98,5,0.0,Cartão Crédito,Entregue,Site,194.9,2024,3,2024-03,Friday
3308,2024-07-11,20,Sr. João Vitor Barros,M,18-25,Sudeste,Lubrificante Íntimo Aquoso 100ml,Lubrificantes,51.01,3,0.0,Pix,Entregue,Site,153.03,2024,7,2024-07,Thursday
436,2023-05-08,317,Sr. Enrico Farias,Não informado,36-45,Nordeste,Gel Térmico Sensação Quente,Cosméticos Íntimos,35.98,2,30.0,Cartão Débito,Entregue,Site,50.37,2023,5,2023-05,Monday
1675,2023-03-22,399,Ana Vitória Casa Grande,F,36-45,Sul,Gel Excitante Masculino,Lubrificantes,32.12,3,0.0,Pix,Entregue,Site,96.36,2023,3,2023-03,Wednesday
366,2024-12-16,134,Ana Cecília das Neves,F,26-35,Sudeste,Vibrador Ponto G Flex,Vibradores,336.77,3,20.0,Cartão Crédito,Entregue,App,808.25,2024,12,2024-12,Monday
3456,2023-03-24,51,Thiago Caldeira,Não informado,36-45,Sul,Gel Excitante Masculino,Lubrificantes,64.74,2,0.0,Cartão Crédito,Entregue,Marketplace,129.48,2023,3,2023-03,Friday
232,2024-12-24,190,Milena da Luz,Não informado,36-45,Nordeste,Fantasia Policial,Lingerie,96.25,2,0.0,Cartão Débito,Entregue,Site,192.5,2024,12,2024-12,Tuesday
4731,2023-05-03,36,Josué Souza,M,18-25,Sul,Dominó Erótico,Jogos Adultos,124.92,1,0.0,Cartão Débito,Entregue,App,124.92,2023,5,2023-05,Wednesday
148,2024-02-12,190,Milena da Luz,Não informado,36-45,Nordeste,Dominó Erótico,Jogos Adultos,50.62,1,10.0,Pix,Entregue,App,45.56,2024,2,2024-02,Monday
4883,2023-02-06,411,Ana Carolina da Rosa,F,36-45,Sul,Kit Algemas Veludo,Acessórios BDSM,90.5,1,10.0,Pix,Entregue,Marketplace,81.45,2023,2,2023-02,Monday
3089,2023-04-25,235,Dr. Dante Vieira,M,18-25,Sudeste,Perfume Íntimo Floral,Cosméticos Íntimos,54.52,1,0.0,Cartão Crédito,Entregue,Marketplace,54.52,2023,4,2023-04,Tuesday
4033,2023-12-05,24,Giovanna Rios,F,26-35,Centro-Oeste,Lubrificante Íntimo Aquoso 100ml,Lubrificantes,82.59,3,0.0,Pix,Entregue,Site,247.77,2023,12,2023-12,Tuesday
408,2023-03-28,4,Dra. Aurora Pastor,F,26-35,Sul,Lubrificante Base Silicone,Lubrificantes,55.94,1,0.0,Cartão Débito,Entregue,App,55.94,2023,3,2023-03,Tuesday
2091,2023-02-10,384,Sra. Kamilly Albuquerque,F,18-25,Sul,Lubrificante Íntimo Aquoso 100ml,Lubrificantes,86.31,1,15.0,Cartão Crédito,Entregue,Site,73.36,2023,2,2023-02,Friday
87,2024-12-18,341,Juliana Abreu,F,26-35,Nordeste,Kit Algemas Veludo,Acessórios BDSM,177.8,2,0.0,Cartão Crédito,Entregue,App,355.6,2024,12,2024-12,Wednesday
3218,2024-09-07,1,Sr. Apollo Sousa,M,18-25,Sudeste,Lubrificante Sabores Baunilha,Lubrificantes,80.22,1,0.0,Cartão Crédito,Entregue,Site,80.22,2024,9,2024-09,Saturday
3940,2023-09-19,148,Dr. Bernardo Vargas,Não informado,26-35,Norte,Lubrificante Sabores Baunilha,Lubrificantes,74.62,1,0.0,Cartão Crédito,Entregue,Site,74.62,2023,9,2023-09,Tuesday
3341,2023-02-23,527,Ana Cecília Machado,F,46+,Sul,Óleo de Massagem Relaxante,Lubrificantes,60.71,5,30.0,Pix,Entregue,App,212.48,2023,2,2023-02,Thursday
2988,2024-03-24,191,João Guilherme Vargas,M,26-35,Nordeste,Fantasia Enfermeira,Lingerie,94.42,1,0.0,Cartão Débito,Entregue,Site,94.42,2024,3,2024-03,Sunday
3726,2023-08-10,599,Sr. Vinicius Fonseca,M,18-25,Sul,Gel Excitante Feminino,Lubrificantes,77.04,3,0.0,Cartão Crédito,Entregue,Marketplace,231.12,2023,8,2023-08,Thursday
856,2024-03-18,59,Bruno Barros,M,18-25,Sudeste,Fantasia Enfermeira,Lingerie,177.83,2,30.0,Cartão Crédito,Entregue,Marketplace,248.96,2024,3,2024-03,Monday
4346,2023-10-14,120,Catarina da Luz,F,18-25,Sul,Fantasia Enfermeira,Lingerie,96.04,1,0.0,Pix,Entregue,Site,96.04,2023,10,2023-10,Saturday
79,2023-07-25,122,Daniela da Mata,F,26-35,Sul,Gel Térmico Sensação Quente,Cosméticos Íntimos,51.37,3,0.0,Pix,Entregue,Marketplace,154.11,2023,7,2023-07,Tuesday
2248,2023-05-12,446,Ana Sophia Barros,F,26-35,Sudeste,Dado do Prazer,Jogos Adultos,102.01,1,0.0,Cartão Débito,Entregue,Site,102.01,2023,5,2023-05,Friday
5072,2023-03-27,351,Sr. Thales Andrade,M,36-45,Sul,Fantasia Policial,Lingerie,125.66,1,0.0,Pix,Devolvido,Site,125.66,2023,3,2023-03,Monday
5110,2023-02-16,689,Ana Liz Castro,F,26-35,Sul,Wand Massager Pro,Vibradores,127.75,3,25.0,Cartão Crédito,Entregue,Site,287.44,2023,2,2023-02,Thursday
759,2024-04-16,535,Emanuel Fonseca,M,36-45,Sul,Body Coelhinha Plus Size,Lingerie,102.99,2,10.0,Cartão Crédito,Entregue,Site,185.38,2024,4,2024-04,Tuesday
3576,2024-12-12,128,Lívia Vargas,F,26-35,Sudeste,Venda para Olhos Satin,Acessórios BDSM,215.45,1,0.0,Cartão Crédito,Entregue,App,215.45,2024,12,2024-12,Thursday
4529,2024-07-25,229,Bruna Vasconcelos,F,26-35,Sul,Lubrificante Íntimo Aquoso 250ml,Lubrificantes,55.24,2,0.0,Cartão Crédito,Entregue,Site,110.48,2024,7,2024-07,Thursday
2280,2023-11-18,21,Carlos Eduardo Garcia,Não informado,36-45,Sul,Body Rendado Vermelho,Lingerie,187.75,1,0.0,Pix,Entregue,Site,187.75,2023,11,2023-11,Saturday
3780,2024-10-10,543,Cecília Ferreira,F,26-35,Sudeste,Meia-Calça Rendada,Lingerie,149.05,1,0.0,Cartão Crédito,Entregue,Marketplace,149.05,2024,10,2024-10,Thursday
3804,2023-08-29,741,Luara Leão,F,18-25,Sudeste,Vibrador Ponto G Flex,Vibradores,288.84,1,0.0,Boleto,Entregue,Site,288.84,2023,8,2023-08,Tuesday
4425,2023-08-06,105,Mariah Ribeiro,F,18-25,Nordeste,Lubrificante Sabores Morango,Lubrificantes,46.94,2,0.0,Cartão Crédito,Entregue,Marketplace,93.88,2023,8,2023-08,Sunday
4160,2024-11-21,225,Isaque Cardoso,Não informado,26-35,Sul,Jogo de Cartas Sexo Quiz,Jogos Adultos,114.69,2,0.0,Pix,Entregue,Site,229.38,2024,11,2024-11,Thursday
2177,2023-10-24,91,Bento Cavalcante,M,26-35,Sul,Lubrificante Sabores Baunilha,Lubrificantes,59.96,1,0.0,Cartão Crédito,Entregue,Site,59.96,2023,10,2023-10,Tuesday
393,2024-09-23,128,Lívia Vargas,F,26-35,Sudeste,Lingerie Cropped com Bojo,Lingerie,172.55,1,0.0,Pix,Entregue,App,172.55,2024,9,2024-09,Monday
5246,2023-12-05,235,Dr. Dante Vieira,M,18-25,Sudeste,Mini Vibrador Discreto,Vibradores,242.05,1,0.0,Cartão Débito,Entregue,Site,242.05,2023,12,2023-12,Tuesday
2240,2024-04-07,76,Renan da Cruz,M,26-35,Nordeste,Vibrador Clássico Silicone,Vibradores,286.49,1,0.0,Cartão Débito,Entregue,App,286.49,2024,4,2024-04,Sunday
105,2023-10-29,559,Eloah Silveira,F,26-35,Sul,Vibrador Ponto G Flex,Vibradores,336.94,3,0.0,Boleto,Entregue,Site,1010.82,2023,10,2023-10,Sunday
2673,2023-02-25,327,Caroline da Paz,F,26-35,Sudeste,Creme Retardante Masculino,Cosméticos Íntimos,123.19,1,0.0,Pix,Entregue,Marketplace,123.19,2023,2,2023-02,Saturday
3649,2023-01-10,244,Ravi Lucca Lopes,M,26-35,Sul,Fantasia Enfermeira,Lingerie,191.84,1,20.0,Pix,Entregue,Site,153.47,2023,1,2023-01,Tuesday
3271,2023-12-22,81,Beatriz Araújo,F,26-35,Sul,Gel Excitante Feminino,Lubrificantes,53.05,5,0.0,Pix,Devolvido,Site,265.25,2023,12,2023-12,Friday
5174,2024-12-20,10,Alana Teixeira,F,36-45,Sul,Lubrificante Base Silicone,Lubrificantes,65.04,1,0.0,Pix,Entregue,App,65.04,2024,12,2024-12,Friday
5262,2024-05-15,440,Rael Montenegro,M,18-25,Nordeste,Lubrificante Sabores Baunilha,Lubrificantes,51.39,1,0.0,Pix,Entregue,Marketplace,51.39,2024,5,2024-05,Wednesday
1949,2023-09-12,110,Dr. Raul Dias,M,36-45,Nordeste,Body Coelhinha Plus Size,Lingerie,188.05,1,0.0,Cartão Crédito,Entregue,Marketplace,188.05,2023,9,2023-09,Tuesday
1460,2024-04-28,285,Maria Helena Machado,F,36-45,Centro-Oeste,Venda para Olhos Satin,Acessórios BDSM,208.23,1,0.0,Cartão Crédito,Entregue,App,208.23,2024,4,2024-04,Sunday
4957,2024-12-13,122,Daniela da Mata,F,26-35,Sul,Mini Vibrador Discreto,Vibradores,153.88,1,0.0,Pix,Entregue,Marketplace,153.88,2024,12,2024-12,Friday
3319,2023-11-19,415,Dra. Ágatha Leão,F,26-35,Sudeste,Fantasia Policial,Lingerie,153.03,1,0.0,Boleto,Entregue,Marketplace,153.03,2023,11,2023-11,Sunday
5316,2023-07-26,165,Sra. Carolina Correia,F,18-25,Sudeste,Lingerie Cropped com Bojo,Lingerie,187.8,4,0.0,Pix,Entregue,Site,751.2,2023,7,2023-07,Wednesday
1588,2024-02-27,142,Josué da Mata,M,26-35,Sudeste,Vibrador Clássico Silicone,Vibradores,313.61,2,25.0,Cartão Débito,Entregue,App,470.42,2024,2,2024-02,Tuesday
5477,2023-05-20,110,Dr. Raul Dias,M,36-45,Nordeste,Dado do Prazer,Jogos Adultos,127.64,1,0.0,Pix,Entregue,App,127.64,2023,5,2023-05,Saturday
1732,2023-07-18,261,Léo Melo,M,26-35,Nordeste,Fantasia Enfermeira,Lingerie,81.44,1,0.0,Pix,Entregue,App,81.44,2023,7,2023-07,Tuesday
5289,2023-02-22,29,Dra. Hellena Rodrigues,F,26-35,Norte,Conjunto Lingerie Boudoir,Lingerie,141.63,2,25.0,Pix,Entregue,Site,212.44,2023,2,2023-02,Wednesday
4329,2023-12-07,26,Srta. Yasmin Siqueira,F,46+,Sul,Gel Excitante Masculino,Lubrificantes,45.61,1,15.0,Boleto,Entregue,Marketplace,38.77,2023,12,2023-12,Thursday
183,2023-07-23,591,Mariah Porto,F,36-45,Sudeste,Vibrador Duplo Prazer,Vibradores,179.19,1,0.0,Pix,Entregue,Site,179.19,2023,7,2023-07,Sunday
1792,2024-09-16,348,Maria Isis da Conceição,F,36-45,Sul,Venda para Olhos Satin,Acessórios BDSM,115.83,1,0.0,Pix,Entregue,App,115.83,2024,9,2024-09,Monday
2356,2024-04-19,36,Josué Souza,M,18-25,Sul,Camisola Sensual Preta,Lingerie,101.93,1,15.0,Cartão Crédito,Entregue,App,86.64,2024,4,2024-04,Friday
1941,2023-11-08,17,Bruno Novaes,M,26-35,Sudeste,Gel Excitante Feminino,Lubrificantes,71.22,2,20.0,Pix,Entregue,Marketplace,113.95,2023,11,2023-11,Wednesday
703,2023-06-14,113,Hadassa Montenegro,F,36-45,Sul,Lubrificante Base Silicone,Lubrificantes,84.61,1,0.0,Boleto,Entregue,App,84.61,2023,6,2023-06,Wednesday
2443,2024-11-20,371,Anna Liz Pimenta,F,26-35,Sul,Lubrificante Base Silicone,Lubrificantes,45.81,1,10.0,Pix,Entregue,App,41.23,2024,11,2024-11,Wednesday
4488,2024-06-22,121,Cauê Souza,M,26-35,Sul,Gel Excitante Masculino,Lubrificantes,40.42,1,0.0,Cartão Crédito,Entregue,Marketplace,40.42,2024,6,2024-06,Saturday
497,2024-05-08,235,Dr. Dante Vieira,M,18-25,Sudeste,Lubrificante Íntimo Aquoso 250ml,Lubrificantes,75.43,4,0.0,Pix,Entregue,Site,301.72,2024,5,2024-05,Wednesday
4320,2024-02-11,197,Isabel Gomes,F,18-25,Nordeste,Vibrador Ponto G Flex,Vibradores,399.24,1,0.0,Cartão Crédito,Entregue,Site,399.24,2024,2,2024-02,Sunday
465,2023-09-25,678,Sra. Yasmin Borges,F,36-45,Centro-Oeste,Lubrificante Sabores Morango,Lubrificantes,76.89,1,0.0,Cartão Crédito,Entregue,Site,76.89,2023,9,2023-09,Monday
3672,2023-02-13,15,Julia Aparecida,F,26-35,Sudeste,Vibrador Clássico Silicone,Vibradores,402.45,1,15.0,Cartão Crédito,Entregue,Site,342.08,2023,2,2023-02,Monday
4806,2023-03-26,213,Amanda Barros,F,18-25,Sul,Wand Massager Pro,Vibradores,131.86,1,30.0,Pix,Entregue,Site,92.3,2023,3,2023-03,Sunday
173,2024-07-06,195,Lucas Gabriel Dias,M,18-25,Centro-Oeste,Lingerie Cropped com Bojo,Lingerie,133.18,2,0.0,Pix,Entregue,Marketplace,266.36,2024,7,2024-07,Saturday
5323,2023-06-25,142,Josué da Mata,M,26-35,Sudeste,Corda de Shibari 5m,Acessórios BDSM,209.91,1,5.0,Pix,Entregue,Site,199.41,2023,6,2023-06,Sunday
2541,2024-02-16,285,Maria Helena Machado,F,36-45,Centro-Oeste,Mini Vibrador Discreto,Vibradores,427.13,1,0.0,Boleto,Entregue,Site,427.13,2024,2,2024-02,Friday
4011,2024-12-28,10,Alana Teixeira,F,36-45,Sul,Camisola Sensual Preta,Lingerie,126.65,2,0.0,Cartão Crédito,Entregue,Marketplace,253.3,2024,12,2024-12,Saturday
3623,2023-12-04,69,Heloísa Pastor,F,26-35,Sudeste,Vibrador Duplo Prazer,Vibradores,333.69,1,0.0,Pix,Entregue,App,333.69,2023,12,2023-12,Monday
3085,2024-03-28,318,Sabrina da Paz,Não informado,46+,Nordeste,Chicote de Couro Soft,Acessórios BDSM,188.3,2,0.0,Boleto,Entregue,App,376.6,2024,3,2024-03,Thursday
2113,2023-04-26,57,Maria Cecília das Neves,F,18-25,Centro-Oeste,Body Rendado Vermelho,Lingerie,136.96,1,0.0,Pix,Entregue,Marketplace,136.96,2023,4,2023-04,Wednesday
901,2023-02-06,65,Maria Liz Rios,F,46+,Sul,Vibrador Duplo Prazer,Vibradores,427.74,1,0.0,Pix,Entregue,Site,427.74,2023,2,2023-02,Monday
1447,2023-02-10,311,Sra. Ana Cecília Teixeira,F,36-45,Sudeste,Lubrificante Íntimo Aquoso 100ml,Lubrificantes,30.98,1,0.0,Boleto,Entregue,Site,30.98,2023,2,2023-02,Friday
1912,2023-04-01,508,Sra. Hellena Farias,F,36-45,Sul,Gel Excitante Feminino,Lubrificantes,70.36,2,0.0,Cartão Crédito,Entregue,Site,140.72,2023,4,2023-04,Saturday
2698,2023-02-14,103,Isadora Pacheco,F,46+,Nordeste,Gel Excitante Feminino,Lubrificantes,38.38,2,0.0,Pix,Entregue,Site,76.76,2023,2,2023-02,Tuesday
3478,2024-07-22,208,Maya Mendonça,F,18-25,Sudeste,Vibrador Duplo Prazer,Vibradores,293.02,2,0.0,Pix,Entregue,Marketplace,586.04,2024,7,2024-07,Monday
742,2024-06-15,99,Emanuel Araújo,M,26-35,Sudeste,Gel Excitante Feminino,Lubrificantes,86.07,4,10.0,Pix,Entregue,Site,309.85,2024,6,2024-06,Saturday
2294,2023-10-26,197,Isabel Gomes,F,18-25,Nordeste,Fantasia Policial,Lingerie,130.36,1,15.0,Cartão Crédito,Entregue,App,110.81,2023,10,2023-10,Thursday
3208,2024-01-29,358,Sra. Anna Liz Farias,F,36-45,Sudeste,Fantasia Policial,Lingerie,68.28,2,0.0,Pix,Entregue,Site,136.56,2024,1,2024-01,Monday
1207,2023-09-15,304,Nathan da Mata,M,26-35,Centro-Oeste,Wand Massager Pro,Vibradores,422.04,1,0.0,Pix,Entregue,Site,422.04,2023,9,2023-09,Friday
510,2024-12-16,338,Thomas Souza,M,26-35,Sudeste,Venda para Olhos Satin,Acessórios BDSM,56.32,1,0.0,Cartão Débito,Entregue,Site,56.32,2024,12,2024-12,Monday
4609,2024-10-17,662,Léo Martins,M,18-25,Nordeste,Wand Massager Pro,Vibradores,447.38,1,0.0,Cartão Crédito,Entregue,Site,447.38,2024,10,2024-10,Thursday
4587,2023-05-24,137,Luiz Gustavo Vasconcelos,M,26-35,Nordeste,Corda de Shibari 5m,Acessórios BDSM,220.6,2,0.0,Cartão Crédito,Entregue,App,441.2,2023,5,2023-05,Wednesday
3440,2024-08-29,600,Vinicius Nogueira,M,26-35,Sul,Conjunto Lingerie Boudoir,Lingerie,141.33,2,15.0,Pix,Entregue,Site,240.26,2024,8,2024-08,Thursday
4073,2023-09-05,242,Maya Cavalcanti,F,46+,Norte,Vibrador Rabbit Premium,Vibradores,293.58,1,30.0,Pix,Entregue,Marketplace,205.51,2023,9,2023-09,Tuesday
1550,2024-10-13,267,Dra. Ester Correia,F,36-45,Sudeste,Fantasia Policial,Lingerie,188.88,2,0.0,Cartão Débito,Entregue,Site,377.76,2024,10,2024-10,Sunday
3030,2024-10-22,267,Dra. Ester Correia,F,36-45,Sudeste,Gel Térmico Sensação Quente,Cosméticos Íntimos,120.71,1,0.0,Cartão Crédito,Entregue,Marketplace,120.71,2024,10,2024-10,Tuesday
4017,2023-12-12,523,Luana Martins,F,36-45,Nordeste,Vibrador Clássico Silicone,Vibradores,276.76,1,15.0,Cartão Crédito,Entregue,Site,235.25,2023,12,2023-12,Tuesday
2567,2024-06-14,74,Raquel Cunha,F,46+,Sul,Meia-Calça Rendada,Lingerie,122.01,3,0.0,Cartão Crédito,Entregue,App,366.03,2024,6,2024-06,Friday
4537,2024-01-20,152,Joana Cavalcanti,F,26-35,Sul,Wand Massager Pro,Vibradores,412.39,1,0.0,Boleto,Entregue,App,412.39,2024,1,2024-01,Saturday
2045,2023-04-06,484,Sra. Raquel Pereira,F,18-25,Sudeste,Dominó Erótico,Jogos Adultos,105.3,2,0.0,Pix,Entregue,Site,210.6,2023,4,2023-04,Thursday
5407,2023-02-26,690,Maria Vitória Mendes,F,18-25,Norte,Fantasia Enfermeira,Lingerie,192.85,1,0.0,Cartão Crédito,Entregue,Site,192.85,2023,2,2023-02,Sunday
1509,2023-05-28,251,Joana Fernandes,F,46+,Sudeste,Lubrificante Base Silicone,Lubrificantes,50.44,1,0.0,Cartão Crédito,Entregue,App,50.44,2023,5,2023-05,Sunday
3135,2024-05-19,62,Sra. Eloah da Luz,F,26-35,Sudeste,Mordaça Silicone,Acessórios BDSM,162.12,1,0.0,Cartão Crédito,Entregue,Site,162.12,2024,5,2024-05,Sunday
422,2024-02-01,399,Ana Vitória Casa Grande,F,36-45,Sul,Lubrificante Íntimo Aquoso 100ml,Lubrificantes,87.38,3,30.0,Pix,Entregue,Site,183.5,2024,2,2024-02,Thursday
124,2024-10-25,33,Luara Cunha,Não informado,26-35,Norte,Perfume Íntimo Floral,Cosméticos Íntimos,135.5,1,0.0,Cartão Crédito,Entregue,App,135.5,2024,10,2024-10,Friday
4617,2023-12-07,420,Isaac Fonseca,M,26-35,Sul,Mini Vibrador Discreto,Vibradores,274.61,1,0.0,Pix,Entregue,Site,274.61,2023,12,2023-12,Thursday
3215,2024-05-30,73,Sophie da Costa,F,36-45,Sudeste,Vibrador Ponto G Flex,Vibradores,398.2,1,0.0,Cartão Crédito,Entregue,Marketplace,398.2,2024,5,2024-05,Thursday
820,2024-12-17,113,Hadassa Montenegro,F,36-45,Sul,Lubrificante Sabores Morango,Lubrificantes,84.21,1,10.0,Pix,Entregue,Site,75.79,2024,12,2024-12,Tuesday
1383,2023-07-30,698,Calebe Aragão,Não informado,36-45,Sul,Óleo de Massagem Relaxante,Lubrificantes,73.04,1,0.0,Pix,Entregue,Site,73.04,2023,7,2023-07,Sunday
2149,2024-08-08,185,Isadora Campos,F,36-45,Nordeste,Mini Vibrador Discreto,Vibradores,153.34,2,0.0,Pix,Entregue,Marketplace,306.68,2024,8,2024-08,Thursday
4677,2023-09-29,14,Aylla Fogaça,F,36-45,Sudeste,Kit Roleplay Surpresa,Jogos Adultos,81.6,1,0.0,Cartão Crédito,Entregue,Marketplace,81.6,2023,9,2023-09,Friday
1576,2024-02-17,28,Júlia Porto,F,26-35,Centro-Oeste,Vibrador Duplo Prazer,Vibradores,174.46,1,0.0,Cartão Débito,Entregue,Site,174.46,2024,2,2024-02,Saturday
1639,2023-01-03,772,Rhavi Rezende,M,26-35,Centro-Oeste,Perfume Íntimo Floral,Cosméticos Íntimos,53.58,5,0.0,Boleto,Entregue,Site,267.9,2023,1,2023-01,Tuesday
1796,2024-03-02,25,Brayan Pereira,M,26-35,Sul,Lubrificante Sabores Morango,Lubrificantes,43.05,1,0.0,Pix,Entregue,Site,43.05,2024,3,2024-03,Saturday
5342,2024-11-22,643,Davi Miguel Moura,M,36-45,Sudeste,Jogo de Cartas Sexo Quiz,Jogos Adultos,125.27,1,0.0,Cartão Débito,Entregue,Site,125.27,2024,11,2024-11,Friday
