ID_Transacao,Data_Venda,ID_Cliente,Nome_Cliente,Genero_Cliente,Faixa_Etaria,Regiao,Nome_Produto,Categoria_Produto,Valor_Unitario,Quantidade,Desconto_Pct,Metodo_Pagamento,Status_Pedido,Canal_Venda
11413,2020-11-30,23,Elisa Freitas,F,18-25,Sudeste,Vibrador Ponto G Flex,Vibradores,372.35,3,0.0,Pix,Entregue,App
5522,2026-10-29,259,Maria Luiza Sales,F,18-25,Norte,Meia-Calça Rendada,Lingerie,189.87,2,0.0,Pix,Entregue,App
6005,2021-04-12,52,Sra. Sofia Pereira,F,18-25,Sudeste,Dominó Erótico,Jogos Adultos,73.19,2,25.0,Pix,Devolvido,App
28895,2024-02-22,341,Juliana Abreu,F,26-35,Nordeste,Lubrificante Sabores Morango,Lubrificantes,46.52,1,0.0,Pix,Cancelado,Site
4101,2017-05-15,300,Srta. Juliana Casa Grande,F,26-35,Sul,Conjunto Lingerie Boudoir,Lingerie,94.6,3,0.0,Pix,Entregue,App
7927,2025-04-19,576,Luiz Fernando Alves,M,26-35,Nordeste,Massageador Corporal Wave,Vibradores,152.72,1,0.0,Pix,Entregue,App
25438,2016-10-25,89,Enzo Jesus,M,36-45,Sul,Fantasia Enfermeira,Lingerie,69.43,2,0.0,Pix,Entregue,App
15036,2017-10-08,494,Pedro Cavalcanti,M,26-35,Sudeste,Body Coelhinha Plus Size,Lingerie,85.69,2,15.0,Cartão Crédito,Entregue,App
26008,2020-05-25,325,Theo Pires,M,46+,Sudeste,Sabonete Íntimo pH Neutro,Cosméticos Íntimos,54.31,2,15.0,Cartão Crédito,Entregue,App
11093,2025-06-04,13,Cauã Borges,M,36-45,Nordeste,Dado do Prazer,Jogos Adultos,102.75,1,0.0,Pix,Entregue,Site
19070,2017-01-18,38,Dra. Mariane Pacheco,F,26-35,Sudeste,Fantasia Enfermeira,Lingerie,173.62,1,0.0,Cartão Débito,Entregue,Marketplace
23071,2025-11-09,337,Diogo Gomes,M,26-35,Sul,Meia-Calça Rendada,Lingerie,169.75,1,30.0,Boleto,Cancelado,Marketplace
15,2017-03-09,61,Davi Lucas Cardoso,M,36-45,Norte,Body Coelhinha Plus Size,Lingerie,118.72,1,0.0,Pix,Entregue,Marketplace
28330,2023-04-05,44,Ravi Lucca Moura,M,26-35,Sudeste,Corda de Shibari 5m,Acessórios BDSM,116.98,1,30.0,Cartão Crédito,Entregue,Site
4779,2018-05-24,83,Evelyn Correia,F,26-35,Nordeste,Gel Excitante Masculino,Lubrificantes,57.15,1,0.0,Cartão Débito,Devolvido,Site
2793,2026-11-07,253,Stella Correia,F,26-35,Sudeste,Colar e Guia BDSM,Acessórios BDSM,150.82,1,0.0,Cartão Crédito,Entregue,Site
15821,2021-12-08,22,Rafael Porto,M,36-45,Nordeste,Body Rendado Vermelho,Lingerie,145.32,1,30.0,Pix,Entregue,Site
11120,2020-11-24,174,Lívia Borges,F,46+,Sudeste,Wand Massager Pro,Vibradores,317.06,1,15.0,Pix,Entregue,App
19778,2018-10-11,220,Antony Souza,M,18-25,Sudeste,Dominó Erótico,Jogos Adultos,86.35,1,0.0,Pix,Devolvido,App
20823,2017-01-24,602,Maria Julia Melo,F,36-45,Sudeste,Fantasia Enfermeira,Lingerie,86.37,4,0.0,Cartão Crédito,Entregue,App
5923,2016-11-23,58,Ana Laura da Costa,F,26-35,Nordeste,Body Rendado Vermelho,Lingerie,115.96,1,25.0,Cartão Crédito,Entregue,App
27558,2023-01-04,225,Isaque Cardoso,Não informado,26-35,Sul,Vibrador Rabbit Premium,Vibradores,148.82,3,20.0,Cartão Crédito,Entregue,Site
19648,2026-01-15,538,Ana Júlia Vieira,F,36-45,Nordeste,Lubrificante Base Silicone,Lubrificantes,73.97,1,30.0,Cartão Crédito,Devolvido,Site
29328,2020-06-15,256,Renan Ramos,M,26-35,Nordeste,Lubrificante Sabores Morango,Lubrificantes,74.46,2,0.0,Cartão Débito,Entregue,Site
9882,2019-06-08,251,Joana Fernandes,F,46+,Sudeste,Meia-Calça Rendada,Lingerie,121.82,1,30.0,Cartão Crédito,Entregue,Site
8068,2018-04-20,122,Daniela da Mata,F,26-35,Sul,Colar e Guia BDSM,Acessórios BDSM,71.45,1,30.0,Pix,Entregue,Site
22096,2020-04-27,273,Sr. João Guilherme Aparecida,M,18-25,Nordeste,Lubrificante Íntimo Aquoso 100ml,Lubrificantes,86.7,1,0.0,Pix,Entregue,Marketplace
25749,2020-02-25,1085,Raul Almeida,Não informado,26-35,Sudeste,Body Coelhinha Plus Size,Lingerie,138.46,1,25.0,Pix,Devolvido,App
27609,2026-02-26,98,Rhavi Montenegro,M,36-45,Sudeste,Lubrificante Base Silicone,Lubrificantes,45.86,1,0.0,Pix,Entregue,Marketplace
99,2019-11-20,8,Yago Leão,M,26-35,Sudeste,Conjunto Lingerie Boudoir,Lingerie,98.6,2,0.0,Pix,Entregue,App
2607,2018-01-04,15,Julia Aparecida,F,26-35,Sudeste,Óleo de Massagem Relaxante,Lubrificantes,89.5,1,0.0,Pix,Entregue,Site
11051,2017-03-21,8,Yago Leão,M,26-35,Sudeste,Kit Cuidados Íntimos,Cosméticos Íntimos,108.63,3,30.0,Cartão Crédito,Devolvido,Site
18341,2022-02-05,285,Maria Helena Machado,F,36-45,Centro-Oeste,Gel Térmico Sensação Quente,Cosméticos Íntimos,113.69,1,0.0,Pix,Cancelado,App
21530,2018-09-20,483,Júlia Macedo,F,36-45,Sul,Dominó Erótico,Jogos Adultos,51.44,1,10.0,Cartão Débito,Devolvido,Marketplace
22547,2022-12-27,846,Vitor Hugo Cunha,M,18-25,Sudeste,Jogo Tabuleiro Casais,Jogos Adultos,65.5,2,0.0,Cartão Crédito,Entregue,Site
7039,2021-08-25,232,Marcos Vinicius Gonçalves,M,36-45,Sul,Lubrificante Sabores Morango,Lubrificantes,40.77,1,0.0,Pix,Entregue,Site
25160,2022-02-20,331,Maria Luísa Borges,F,18-25,Sul,Meia-Calça Rendada,Lingerie,108.95,1,0.0,Cartão Crédito,Entregue,Site
6,2017-11-22,51,Thiago Caldeira,Não informado,36-45,Sul,Fantasia Policial,Lingerie,112.22,2,0.0,Pix,Cancelado,App
16511,2023-12-20,636,Sr. Arthur Casa Grande,M,18-25,Sul,Body Rendado Vermelho,Lingerie,156.29,2,0.0,Cartão Crédito,Entregue,Site
24512,2015-02-05,318,Sabrina da Paz,Não informado,46+,Nordeste,Cartas Posições Kamasutra,Jogos Adultos,80.05,4,0.0,Pix,Entregue,App
5013,2024-03-27,230,Luana Caldeira,F,26-35,Nordeste,Camisola Sensual Preta,Lingerie,89.56,3,0.0,Cartão Crédito,Entregue,Site
21747,2016-02-16,104,Asafe Pinto,M,46+,Sudeste,Vibrador Clássico Silicone,Vibradores,429.45,1,15.0,Cartão Débito,Entregue,Site
19483,2015-10-21,312,Olivia Moreira,F,26-35,Norte,Gel Excitante Masculino,Lubrificantes,63.55,1,15.0,Pix,Entregue,Marketplace
5414,2019-11-08,16,Sra. Zoe Campos,F,18-25,Sudeste,Lubrificante Íntimo Aquoso 100ml,Lubrificantes,58.33,3,0.0,Cartão Crédito,Entregue,Site
8804,2025-10-29,1448,Nicolas da Rocha,M,26-35,Sudeste,Venda para Olhos Satin,Acessórios BDSM,154.82,1,0.0,Pix,Entregue,App
462,2025-11-24,315,Caleb Melo,M,36-45,Sudeste,Perfume Íntimo Floral,Cosméticos Íntimos,93.52,4,0.0,Cartão Crédito,Entregue,App
18150,2024-03-18,324,Gabriel Moreira,M,26-35,Sudeste,Wand Massager Pro,Vibradores,387.06,1,0.0,Pix,Devolvido,Site
441,2018-08-22,27,Elisa Martins,F,26-35,Sul,Wand Massager Pro,Vibradores,372.61,1,30.0,Pix,Entregue,Site
17167,2015-12-15,331,Maria Luísa Borges,F,18-25,Sul,Óleo de Massagem Relaxante,Lubrificantes,51.99,1,0.0,Cartão Débito,Entregue,Site
15398,2024-12-25,487,Pedro Camargo,M,18-25,Sudeste,Lubrificante Íntimo Aquoso 250ml,Lubrificantes,38.88,1,0.0,Pix,Entregue,Marketplace
22618,2023-02-21,50,João Montenegro,M,26-35,Sudeste,Kit Cuidados Íntimos,Cosméticos Íntimos,38.36,2,0.0,Boleto,Entregue,Site
23260,2017-12-30,323,Dra. Nicole Jesus,F,46+,Sul,Corda de Shibari 5m,Acessórios BDSM,256.89,1,0.0,Boleto,Entregue,App
20382,2025-01-20,108,Sra. Isabella da Luz,Não informado,36-45,Centro-Oeste,Vibrador Duplo Prazer,Vibradores,201.11,2,0.0,Cartão Crédito,Cancelado,Marketplace
29048,2017-02-21,78,Aylla Ribeiro,F,26-35,Nordeste,Lingerie Cropped com Bojo,Lingerie,130.54,1,0.0,Cartão Crédito,Entregue,App
11555,2017-06-27,281,Ana Júlia Cassiano,F,36-45,Sul,Lubrificante Sabores Baunilha,Lubrificantes,45.07,4,30.0,Pix,Entregue,Site
27969,2015-12-28,319,Sra. Ana Carolina Marques,F,36-45,Sudeste,Camisola Sensual Preta,Lingerie,111.63,3,0.0,Pix,Cancelado,Marketplace
1939,2015-11-21,207,Ryan Câmara,M,26-35,Sudeste,Lubrificante Base Silicone,Lubrificantes,60.84,2,15.0,Pix,Entregue,Site
4216,2020-07-16,515,Ana Vitória Cavalcanti,F,18-25,Sul,Fantasia Policial,Lingerie,102.98,1,0.0,Pix,Entregue,Marketplace
9118,2018-11-19,1280,Henry Gabriel Castro,M,26-35,Sul,Cartas Posições Kamasutra,Jogos Adultos,117.68,1,0.0,Pix,Entregue,Marketplace
15511,2015-02-03,104,Asafe Pinto,M,46+,Sudeste,Body Coelhinha Plus Size,Lingerie,106.4,1,0.0,Cartão Crédito,Entregue,Site
4871,2017-03-17,145,Natália Ferreira,F,46+,Sul,Perfume Íntimo Floral,Cosméticos Íntimos,116.38,1,20.0,Cartão Crédito,Entregue,App
15790,2024-07-13,961,Maria Cecília da Cunha,F,26-35,Sudeste,Mini Vibrador Discreto,Vibradores,194.12,1,0.0,Pix,Entregue,Site
28687,2024-12-25,208,Maya Mendonça,F,18-25,Sudeste,Perfume Íntimo Floral,Cosméticos Íntimos,72.0,3,5.0,Pix,Entregue,Marketplace
12070,2026-10-07,118,Dra. Alexia Rios,F,46+,Sudeste,Massageador Corporal Wave,Vibradores,241.21,2,0.0,Pix,Entregue,App
7976,2020-08-30,51,Thiago Caldeira,Não informado,36-45,Sul,Corda de Shibari 5m,Acessórios BDSM,84.61,3,0.0,Cartão Crédito,Devolvido,Site
15616,2019-04-21,111,Anthony Marques,M,26-35,Nordeste,Lingerie Cropped com Bojo,Lingerie,165.89,1,5.0,Cartão Crédito,Entregue,App
21007,2015-02-28,882,Luara Jesus,F,36-45,Sul,Conjunto Lingerie Boudoir,Lingerie,104.03,1,30.0,Pix,Entregue,App
28776,2017-02-07,546,Maria Flor Ramos,F,26-35,Sul,Cartas Posições Kamasutra,Jogos Adultos,77.74,1,0.0,Cartão Crédito,Entregue,Marketplace
11077,2016-06-12,158,Maya Abreu,F,26-35,Sudeste,Gel Excitante Feminino,Lubrificantes,35.07,1,0.0,Cartão Crédito,Entregue,App
29915,2019-09-23,314,Maya Porto,F,36-45,Sul,Mini Vibrador Discreto,Vibradores,260.37,1,0.0,Pix,Entregue,App
7705,2021-11-12,16,Sra. Zoe Campos,F,18-25,Sudeste,Lubrificante Sabores Baunilha,Lubrificantes,84.98,3,20.0,Cartão Crédito,Entregue,App
23099,2018-11-07,182,Srta. Bianca Vasconcelos,F,26-35,Nordeste,Óleo de Massagem Relaxante,Lubrificantes,51.81,3,10.0,Cartão Débito,Devolvido,Site
27301,2025-08-24,35,Diego da Luz,M,26-35,Sudeste,Body Coelhinha Plus Size,Lingerie,88.45,2,5.0,Cartão Crédito,Entregue,App
17213,2023-12-23,292,Ana Vitória Castro,F,36-45,Sul,Body Coelhinha Plus Size,Lingerie,92.47,1,30.0,Pix,Entregue,Site
5070,2016-08-04,4,Dra. Aurora Pastor,F,26-35,Sul,Conjunto Lingerie Boudoir,Lingerie,173.77,1,0.0,Cartão Crédito,Entregue,Marketplace
13691,2015-09-01,203,Maria Helena Mendes,F,36-45,Sudeste,Body Rendado Vermelho,Lingerie,87.59,1,0.0,Cartão Crédito,Cancelado,Site
18827,2025-07-30,367,Juan Fogaça,M,26-35,Sudeste,Lubrificante Sabores Morango,Lubrificantes,52.67,1,15.0,Cartão Débito,Cancelado,Marketplace
7223,2015-07-03,43,Sra. Ana Luiza Gomes,F,46+,Centro-Oeste,Massageador Corporal Wave,Vibradores,389.39,1,5.0,Cartão Crédito,Entregue,Marketplace
9409,2022-02-26,67,Bárbara da Cruz,Não informado,36-45,Norte,Gel Excitante Masculino,Lubrificantes,46.72,2,0.0,Pix,Entregue,App
26217,2024-04-24,133,Clara Lopes,F,26-35,Sul,Óleo de Massagem Relaxante,Lubrificantes,40.63,3,0.0,Boleto,Entregue,Site
880,2025-06-11,76,Renan da Cruz,M,26-35,Nordeste,Lubrificante Íntimo Aquoso 100ml,Lubrificantes,88.13,2,0.0,Pix,Entregue,App
24858,2018-09-27,34,Dr. Miguel Ramos,M,18-25,Nordeste,Chicote de Couro Soft,Acessórios BDSM,153.78,3,0.0,Pix,Entregue,App
19262,2019-02-08,1737,Sabrina Macedo,F,26-35,Sul,Spray Prolongador,Cosméticos Íntimos,52.63,4,0.0,Boleto,Entregue,Site
12558,2019-02-27,305,Ágatha Monteiro,F,36-45,Sul,Conjunto Lingerie Boudoir,Lingerie,115.62,3,25.0,Pix,Entregue,App
24087,2017-09-04,33,Luara Cunha,Não informado,26-35,Norte,Gel Excitante Feminino,Lubrificantes,87.93,5,10.0,Cartão Crédito,Entregue,Site
5466,2021-10-06,212,Yasmin Alves,F,18-25,Sudeste,Dominó Erótico,Jogos Adultos,78.09,1,25.0,Cartão Crédito,Devolvido,App
17640,2023-04-13,519,Clarice Macedo,F,36-45,Sudeste,Lubrificante Íntimo Aquoso 100ml,Lubrificantes,72.01,1,0.0,Pix,Entregue,Site
7512,2017-07-03,1618,Nicole Ramos,F,26-35,Sudeste,Vibrador Rabbit Premium,Vibradores,386.38,1,0.0,Cartão Crédito,Entregue,Marketplace
15643,2021-10-09,683,Julia Rezende,F,36-45,Sudeste,Jogo de Cartas Sexo Quiz,Jogos Adultos,76.1,1,0.0,Pix,Cancelado,Marketplace
12898,2015-07-18,622,Theo Sales,M,18-25,Sudeste,Lubrificante Íntimo Aquoso 100ml,Lubrificantes,69.86,4,15.0,Cartão Crédito,Entregue,Site
7665,2020-03-31,133,Clara Lopes,F,26-35,Sul,Mini Vibrador Discreto,Vibradores,167.1,1,0.0,Cartão Crédito,Entregue,Site
13120,2021-02-28,70,Alana Barbosa,F,26-35,Norte,Vibrador Rabbit Premium,Vibradores,450.34,3,30.0,Cartão Crédito,Entregue,App
16346,2023-09-05,222,Ana Lívia Vasconcelos,F,36-45,Sul,Lubrificante Íntimo Aquoso 250ml,Lubrificantes,84.05,1,10.0,Cartão Crédito,Entregue,Site
569,2015-08-28,704,Antônio Borges,M,26-35,Nordeste,Mini Vibrador Discreto,Vibradores,481.53,3,0.0,Pix,Entregue,Site
25249,2015-05-17,79,Maria Lima,F,18-25,Centro-Oeste,Lubrificante Base Silicone,Lubrificantes,43.16,5,30.0,Cartão Crédito,Entregue,Site
18357,2022-07-07,47,João Felipe Vargas,M,18-25,Sul,Lubrificante Íntimo Aquoso 250ml,Lubrificantes,82.79,2,0.0,Cartão Débito,Entregue,Site
22543,2022-06-04,183,Henry Cavalcanti,M,26-35,Nordeste,Vibrador Clássico Silicone,Vibradores,209.38,1,10.0,Pix,Entregue,Site
6458,2023-09-22,157,Gabriel da Cunha,M,18-25,Sudeste,Chicote de Couro Soft,Acessórios BDSM,141.76,1,0.0,Pix,Devolvido,Marketplace
22775,2015-09-25,582,Davi Miguel Andrade,M,46+,Centro-Oeste,Gel Excitante Feminino,Lubrificantes,56.59,1,15.0,Cartão Crédito,Entregue,Site
9502,2026-02-18,400,Miguel Novais,M,46+,Sudeste,Lubrificante Base Silicone,Lubrificantes,82.59,1,0.0,Pix,Entregue,App
15006,2019-02-16,75,Caroline Silveira,F,36-45,Sudeste,Cartas Posições Kamasutra,Jogos Adultos,72.14,1,0.0,Cartão Crédito,Entregue,App
25388,2016-03-21,199,Maria Luísa Farias,F,46+,Nordeste,Lubrificante Sabores Baunilha,Lubrificantes,32.42,2,0.0,Pix,Entregue,Site
10836,2015-10-15,1018,Benício Oliveira,M,18-25,Sul,Lubrificante Base Silicone,Lubrificantes,86.66,1,0.0,Cartão Débito,Entregue,Site
28335,2021-11-05,41,Benicio Camargo,M,26-35,Nordeste,Lubrificante Íntimo Aquoso 100ml,Lubrificantes,82.07,1,0.0,Cartão Crédito,Entregue,Site
13446,2024-02-22,658,Thomas Câmara,M,36-45,Sudeste,Vibrador Duplo Prazer,Vibradores,320.61,1,0.0,Pix,Entregue,Site
7182,2016-02-04,159,Zoe Rodrigues,F,46+,Sul,Kit Cuidados Íntimos,Cosméticos Íntimos,77.86,4,0.0,Pix,Entregue,Site
20922,2018-07-30,358,Sra. Anna Liz Farias,F,36-45,Sudeste,Body Coelhinha Plus Size,Lingerie,132.94,1,0.0,Pix,Cancelado,App
27094,2025-06-12,416,Eduardo Leão,M,18-25,Nordeste,Dominó Erótico,Jogos Adultos,112.78,1,0.0,Cartão Crédito,Entregue,Site
8047,2015-04-22,369,Vinícius Jesus,M,36-45,Nordeste,Kit Cuidados Íntimos,Cosméticos Íntimos,106.5,1,0.0,Pix,Cancelado,Site
12908,2016-01-05,504,Maria Cecília Borges,F,26-35,Sul,Lubrificante Sabores Morango,Lubrificantes,32.02,1,0.0,Pix,Entregue,Site
8303,2018-12-01,370,Emilly Cavalcante,Não informado,36-45,Sudeste,Lubrificante Sabores Baunilha,Lubrificantes,84.2,3,30.0,Cartão Débito,Entregue,Site
25047,2024-07-02,17,Bruno Novaes,M,26-35,Sudeste,Vibrador Ponto G Flex,Vibradores,364.46,2,5.0,Cartão Crédito,Entregue,Site
23814,2023-02-01,422,Dr. Bento Gonçalves,M,26-35,Nordeste,Kit Algemas Veludo,Acessórios BDSM,245.55,3,0.0,Pix,Entregue,Site
2334,2020-01-27,349,Augusto Dias,M,26-35,Sudeste,Spray Prolongador,Cosméticos Íntimos,137.63,5,0.0,Cartão Crédito,Entregue,Marketplace
29549,2025-10-02,48,Sra. Brenda da Rocha,F,26-35,Centro-Oeste,Jogo Tabuleiro Casais,Jogos Adultos,89.36,2,0.0,Pix,Entregue,Site
29205,2020-11-02,41,Benicio Camargo,M,26-35,Nordeste,Corda de Shibari 5m,Acessórios BDSM,297.74,3,0.0,Cartão Crédito,Entregue,Marketplace
9082,2022-03-11,191,João Guilherme Vargas,M,26-35,Nordeste,Vibrador Clássico Silicone,Vibradores,461.3,2,15.0,Pix,Entregue,App
28593,2018-04-13,121,Cauê Souza,M,26-35,Sul,Vibrador Rabbit Premium,Vibradores,109.97,1,0.0,Pix,Entregue,App
2526,2021-11-09,99,Emanuel Araújo,M,26-35,Sudeste,Vibrador Duplo Prazer,Vibradores,216.81,1,25.0,Pix,Entregue,Marketplace
15506,2018-05-29,558,Eduardo Castro,M,36-45,Nordeste,Lubrificante Íntimo Aquoso 250ml,Lubrificantes,32.54,2,5.0,Cartão Crédito,Entregue,Marketplace
9877,2024-01-03,18,Maria Cecília Oliveira,F,26-35,Centro-Oeste,Vibrador Ponto G Flex,Vibradores,304.2,3,0.0,Pix,Entregue,Site
21979,2016-08-01,917,Srta. Eloá Barros,F,26-35,Sudeste,Fantasia Enfermeira,Lingerie,136.05,1,0.0,Pix,Entregue,Site
19369,2021-02-14,446,Ana Sophia Barros,F,26-35,Sudeste,Lubrificante Íntimo Aquoso 250ml,Lubrificantes,42.83,2,0.0,Pix,Entregue,Site
13689,2016-11-15,104,Asafe Pinto,M,46+,Sudeste,Fantasia Enfermeira,Lingerie,126.31,4,25.0,Boleto,Entregue,Site
13728,2025-12-25,495,Maria Helena Nascimento,F,36-45,Sudeste,Fantasia Enfermeira,Lingerie,110.79,1,30.0,Cartão Crédito,Entregue,Marketplace
20076,2019-02-06,204,Maria da Rosa,F,36-45,Sudeste,Lubrificante Sabores Morango,Lubrificantes,39.78,1,30.0,Pix,Cancelado,App
6490,2018-11-04,377,Melina Ferreira,F,18-25,Nordeste,Lubrificante Íntimo Aquoso 250ml,Lubrificantes,37.26,2,0.0,Cartão Crédito,Entregue,Site
22689,2016-12-08,53,Daniela Freitas,F,26-35,Sudeste,Vibrador Duplo Prazer,Vibradores,275.03,1,30.0,Pix,Entregue,Marketplace
4455,2016-01-17,604,Antony Fogaça,M,26-35,Centro-Oeste,Vibrador Rabbit Premium,Vibradores,496.31,2,0.0,Pix,Entregue,Marketplace
16105,2023-10-23,453,Marina Machado,F,36-45,Centro-Oeste,Vibrador Ponto G Flex,Vibradores,108.59,1,0.0,Pix,Entregue,Site
29139,2025-05-23,148,Dr. Bernardo Vargas,Não informado,26-35,Norte,Lubrificante Base Silicone,Lubrificantes,71.78,1,0.0,Cartão Crédito,Entregue,Site
21708,2018-02-06,111,Anthony Marques,M,26-35,Nordeste,Vibrador Rabbit Premium,Vibradores,437.68,1,0.0,Pix,Entregue,Site
24062,2023-02-23,416,Eduardo Leão,M,18-25,Nordeste,Lubrificante Base Silicone,Lubrificantes,50.62,2,0.0,Cartão Crédito,Entregue,App
27360,2018-06-01,312,Olivia Moreira,F,26-35,Norte,Body Coelhinha Plus Size,Lingerie,87.02,2,0.0,,Entregue,Site
6734,2019-07-01,127,Sra. Kamilly Aparecida,F,36-45,Nordeste,Sabonete Íntimo pH Neutro,Cosméticos Íntimos,116.85,1,5.0,Pix,Entregue,App
8654,2015-11-24,263,Luísa Fogaça,Não informado,26-35,Sul,Jogo de Cartas Sexo Quiz,Jogos Adultos,91.9,1,0.0,Cartão Débito,Entregue,Marketplace
29800,2019-06-08,403,Camila Marques,F,26-35,Sudeste,Lingerie Cropped com Bojo,Lingerie,103.0,1,20.0,Pix,Entregue,Marketplace
3893,2020-01-12,340,Manuela Viana,F,18-25,Nordeste,Body Rendado Vermelho,Lingerie,159.9,1,0.0,Pix,Entregue,Site
2614,2018-01-31,406,Sr. Ravy Alves,M,36-45,Sudeste,Fantasia Enfermeira,Lingerie,195.07,1,0.0,Pix,Devolvido,Site
18500,2022-08-10,42,Eduarda Vieira,F,18-25,Sudeste,Lubrificante Íntimo Aquoso 100ml,Lubrificantes,81.96,1,30.0,Cartão Crédito,Entregue,App
9239,2026-04-29,206,Dra. Ísis Pereira,F,36-45,Sudeste,Jogo de Cartas Sexo Quiz,Jogos Adultos,69.32,2,0.0,Cartão Crédito,Entregue,Site
6177,2026-09-24,248,Mateus Fernandes,M,26-35,Nordeste,Gel Excitante Feminino,Lubrificantes,74.96,2,0.0,Cartão Crédito,Cancelado,App
11519,2023-06-20,371,Anna Liz Pimenta,F,26-35,Sul,Creme Excitante Feminino,Cosméticos Íntimos,51.93,2,10.0,Pix,Entregue,Site
18210,2026-11-05,463,Noah Fogaça,M,36-45,Sudeste,Wand Massager Pro,Vibradores,362.82,4,30.0,Pix,Entregue,Site
27324,2023-01-30,125,Dr. Thiago Mendonça,M,36-45,Sudeste,Lubrificante Íntimo Aquoso 100ml,Lubrificantes,44.19,1,20.0,Cartão Débito,Entregue,Site
26463,2025-03-19,1115,Sr. Kevin Costela,M,26-35,Sudeste,Kit Algemas Veludo,Acessórios BDSM,66.48,2,0.0,Boleto,Entregue,Site
9954,2022-05-24,87,Beatriz Aragão,F,46+,Centro-Oeste,Gel Excitante Feminino,Lubrificantes,57.45,1,0.0,Pix,Entregue,App
6936,2017-08-31,194,João Pedro da Costa,M,26-35,Nordeste,Gel Excitante Feminino,Lubrificantes,34.38,1,0.0,Cartão Crédito,Entregue,Marketplace
12139,2015-01-09,33,Luara Cunha,Não informado,26-35,Norte,Cartas Posições Kamasutra,Jogos Adultos,110.84,1,0.0,Pix,Entregue,App
1576,2018-12-03,31,Luara Guerra,F,36-45,Nordeste,Meia-Calça Rendada,Lingerie,141.54,2,0.0,Pix,Cancelado,Marketplace
17820,2021-05-23,79,Maria Lima,F,18-25,Centro-Oeste,Lubrificante Sabores Morango,Lubrificantes,54.44,1,20.0,Cartão Crédito,Entregue,Marketplace
7989,2026-08-03,472,Dr. Arthur Cirino,M,26-35,Sudeste,Massageador Corporal Wave,Vibradores,112.3,3,25.0,Boleto,Entregue,Site
18741,2024-12-19,210,Dra. Maria Luiza Silveira,F,26-35,Nordeste,Jogo de Cartas Sexo Quiz,Jogos Adultos,64.78,1,0.0,Cartão Débito,Entregue,Site
1584,2026-11-01,206,Dra. Ísis Pereira,F,36-45,Sudeste,Gel Térmico Sensação Quente,Cosméticos Íntimos,145.05,1,0.0,Pix,Entregue,App
29500,2019-02-26,56,Rebeca Almeida,F,26-35,Sul,Conjunto Lingerie Boudoir,Lingerie,135.63,2,0.0,Cartão Crédito,Entregue,Marketplace
1521,2021-12-15,19,Bernardo Aparecida,M,36-45,Sudeste,Lubrificante Íntimo Aquoso 250ml,Lubrificantes,66.89,3,0.0,Cartão Crédito,Cancelado,Site
29694,2023-02-03,384,Sra. Kamilly Albuquerque,F,18-25,Sul,Mini Vibrador Discreto,Vibradores,330.69,3,0.0,Cartão Crédito,Cancelado,Site
1618,2015-12-21,326,Ana Júlia Costela,F,18-25,Centro-Oeste,Lubrificante Base Silicone,Lubrificantes,85.68,2,0.0,Pix,Entregue,Site
14220,2022-02-03,202,Antônio Teixeira,M,36-45,Sul,Wand Massager Pro,Vibradores,422.83,1,0.0,Cartão Crédito,Entregue,Site
22368,2020-06-28,30,Ana Laura da Conceição,F,18-25,Sudeste,Lingerie Cropped com Bojo,Lingerie,138.71,1,0.0,Cartão Crédito,Cancelado,Site
12122,2020-02-19,182,Srta. Bianca Vasconcelos,F,26-35,Nordeste,Lubrificante Sabores Morango,Lubrificantes,80.24,3,0.0,Pix,Entregue,Site
10765,2020-02-19,476,Ana Borges,F,36-45,Norte,Lubrificante Íntimo Aquoso 250ml,Lubrificantes,34.39,1,0.0,Pix,Entregue,Site
29079,2021-06-09,399,Ana Vitória Casa Grande,F,36-45,Sul,Vibrador Ponto G Flex,Vibradores,464.93,1,0.0,Pix,Devolvido,Site
29545,2025-02-14,102,Nathan Campos,M,18-25,Sudeste,Lubrificante Íntimo Aquoso 250ml,Lubrificantes,72.11,3,5.0,Cartão Crédito,Cancelado,Site
9523,2026-12-25,840,Daniel Andrade,M,36-45,Nordeste,Vibrador Duplo Prazer,Vibradores,130.32,1,0.0,Cartão Crédito,Cancelado,Marketplace
14674,2020-10-02,471,Amanda Pereira,F,18-25,Sudeste,Lubrificante Sabores Baunilha,Lubrificantes,44.18,1,20.0,Cartão Crédito,Entregue,App
13609,2023-04-28,78,Aylla Ribeiro,F,26-35,Nordeste,Body Rendado Vermelho,Lingerie,138.69,1,0.0,Cartão Crédito,Entregue,Site
12605,2026-06-03,516,Dr. Ravi Sá,M,36-45,Nordeste,Gel Térmico Sensação Quente,Cosméticos Íntimos,108.1,1,0.0,Pix,Cancelado,Site
28749,2022-09-20,54,Ágatha Vasconcelos,F,18-25,Sul,Óleo de Massagem Relaxante,Lubrificantes,87.12,2,0.0,Pix,Entregue,Site
12026,2015-01-24,19,Bernardo Aparecida,M,36-45,Sudeste,Jogo Tabuleiro Casais,Jogos Adultos,102.68,2,0.0,Boleto,Entregue,Site
7622,2026-11-07,251,Joana Fernandes,F,46+,Sudeste,Body Rendado Vermelho,Lingerie,89.89,1,0.0,Pix,Entregue,App
19925,2021-12-29,20,Sr. João Vitor Barros,M,18-25,Sudeste,Kit Iniciante BDSM 5 Peças,Acessórios BDSM,136.05,3,0.0,Cartão Débito,Entregue,App
